Sale_ID,Cust_ID,Bikes,Sale_date,Resale Price (INR),Payment_Mode,EMI_Duration_Months,Satisfaction
1826,Cust_3668,Ray ZR,2024-05-08,209019.67,UPI,0,4
1827,Cust_3670,Ninja 300,2024-06-28,109759.36,Cash,0,6
1828,Cust_3673,Passion Pro,2025-02-28,38047.48,Card,0,6
1829,Cust_3677,Dio,2025-01-08,126534.97,Cash,0,9
1830,Cust_3678,Ronin,2025-02-06,62812.97,EMI,24,4
1831,Cust_3679,FZ V3,2024-03-12,135131.65,UPI,0,8
1832,Cust_3681,390 Adventure,2024-07-16,263289.44,UPI,0,1
1833,Cust_3682,Himalayan,2024-09-25,71672.84,UPI,0,6
1834,Cust_3683,Dominar 400,2024-09-30,127819.11,Cash,0,5
1835,Cust_3684,Ninja 300,2024-10-07,180804.13,Card,0,3
1836,Cust_3686,FZ V3,2024-12-30,237470.39,EMI,12,4
1837,Cust_3689,Fascino 125,2024-12-03,165398.64,UPI,0,8
1838,Cust_3690,Passion Pro,2024-07-07,162565.16,Card,0,10
1839,Cust_3694,Fascino 125,2024-04-21,136062.22,UPI,0,2
1840,Cust_3695,Vulcan S,2024-04-20,178808.26,UPI,0,8
1841,Cust_3697,Passion Pro,2024-09-10,150175.91,EMI,24,7
1842,Cust_3698,Ninja 300,2024-08-06,79108.84,Cash,0,1
1843,Cust_3699,CBR 650R,2024-08-06,127231.71,UPI,0,10
1844,Cust_3701,FZ V3,2024-12-28,170809.07,UPI,0,7
1845,Cust_3703,Passion Pro,2024-06-22,103612.66,UPI,0,3
1846,Cust_3704,Shine,2024-06-30,243901.27,UPI,0,2
1847,Cust_3706,Passion Pro,2025-03-06,80360.8,Card,0,1
1848,Cust_3707,FZ V3,2025-01-02,196190.94,UPI,0,7
1849,Cust_3708,Z650,2024-08-19,183537.46,Card,0,10
1850,Cust_3711,Versys 650,2025-02-06,197366.85,UPI,0,6
1851,Cust_3713,RC 390,2024-07-09,101100.26,UPI,0,10
1852,Cust_3715,Jupiter,2024-04-24,280921.96,Card,0,8
1853,Cust_3717,Hunter 350,2025-02-06,35817.37,Card,0,6
1854,Cust_3718,Platina 110,2024-08-12,34948.33,EMI,12,7
1855,Cust_3719,Ninja 300,2024-10-23,104974.44,EMI,12,6
1856,Cust_3721,Shine,2024-09-26,248980,Card,0,7
1857,Cust_3722,Passion Pro,2024-10-10,202763.19,Cash,0,5
1858,Cust_3723,Platina 110,2024-11-25,106707.46,Card,0,9
1859,Cust_3724,250 Duke,2025-02-06,92823.37,UPI,0,3
1860,Cust_3725,Classic 350,2024-06-28,98831.58,EMI,6,6
1861,Cust_3726,Glamour,2024-07-02,48055.41,UPI,0,10
1862,Cust_3727,Dio,2024-06-24,43737.85,Card,0,1
1863,Cust_3728,Unicorn,2024-06-19,225091.48,UPI,0,5
1864,Cust_3730,Unicorn,2024-04-26,123713.25,Cash,0,4
1865,Cust_3731,Activa,2024-12-03,50546.73,Cash,0,9
1866,Cust_3732,CBR 650R,2024-07-22,142743.01,UPI,0,1
1867,Cust_3740,Classic 350,2024-03-30,196637.39,Cash,0,4
1868,Cust_3741,Ronin,2025-01-18,254731.06,UPI,0,1
1869,Cust_3744,Apache RTR 160,2024-10-08,235638.41,Card,0,3
1870,Cust_3745,HF Deluxe,2024-05-11,52738.19,EMI,24,4
1871,Cust_3747,Versys 650,2024-11-04,226149.27,Card,0,1
1872,Cust_3749,Ray ZR,2024-07-19,63862.1,EMI,9,5
1873,Cust_3750,Z650,2024-04-04,147198.41,Cash,0,6
1874,Cust_3752,Pulsar 150,2024-09-21,151454.54,EMI,12,1
1875,Cust_3753,250 Duke,2024-03-17,132633.17,UPI,0,10
1876,Cust_3758,Splendor Plus,2024-12-25,160950.31,UPI,0,10
1877,Cust_3761,Z650,2024-06-08,132220.31,UPI,0,4
1878,Cust_3764,CBR 650R,2024-08-30,173869.68,Card,0,4
1879,Cust_3765,CT 100,2024-04-18,205143.46,UPI,0,1
1880,Cust_3766,Duke 200,2024-06-21,152488.25,Cash,0,2
1881,Cust_3768,Interceptor 650,2024-05-08,150567.55,Card,0,10
1882,Cust_3771,R15 V4,2024-06-03,44143.36,EMI,9,5
1883,Cust_3774,Apache RTR 160,2025-01-22,91406.13,EMI,6,2
1884,Cust_3775,R15 V4,2024-04-12,64802.94,Card,0,3
1885,Cust_3776,Interceptor 650,2025-02-19,192276.39,Cash,0,9
1886,Cust_3777,390 Adventure,2024-08-23,82138.98,UPI,0,5
1887,Cust_3779,Versys 650,2024-11-26,161321.84,UPI,0,1
1888,Cust_3780,Duke 200,2025-01-18,90998.96,UPI,0,5
1889,Cust_3781,NTorq 125,2024-12-11,104740.65,Card,0,3
1890,Cust_3783,Himalayan,2024-12-16,61042.59,UPI,0,1
1891,Cust_3784,Fascino 125,2024-10-20,79336.1,Card,0,3
1892,Cust_3785,Z650,2024-04-04,163948.43,Cash,0,6
1893,Cust_3786,Sport,2024-03-18,92398.8,UPI,0,10
1894,Cust_3789,Z650,2024-12-21,178122.11,UPI,0,5
1895,Cust_3790,MT-15,2024-11-13,145963.17,Card,0,1
1896,Cust_3791,Meteor 350,2024-05-24,149315.87,EMI,9,2
1897,Cust_3794,HF Deluxe,2024-11-24,232276.56,UPI,0,5
1898,Cust_3795,Ray ZR,2024-09-16,29154.08,Cash,0,9
1899,Cust_3796,NTorq 125,2024-07-18,96541.41,Cash,0,5
1900,Cust_3798,Ray ZR,2024-08-31,76608.77,UPI,0,10
1901,Cust_3801,FZ V3,2024-11-11,102889.97,Cash,0,10
1902,Cust_3802,Interceptor 650,2024-03-20,34068.77,Cash,0,10
1903,Cust_3803,Meteor 350,2024-04-25,168816.82,EMI,12,10
1904,Cust_3808,Himalayan,2024-07-18,117673.24,UPI,0,9
1905,Cust_3809,250 Duke,2024-08-09,206079.53,UPI,0,10
1906,Cust_3810,Glamour,2024-06-17,131807.81,Card,0,3
1907,Cust_3811,RC 390,2024-03-23,50724.17,UPI,0,4
1908,Cust_3812,Ninja 400,2024-03-27,129936.18,Card,0,7
1909,Cust_3813,Apache RTR 160,2024-04-12,85224.79,Cash,0,7
1910,Cust_3814,Apache RTR 160,2025-01-15,89247.55,Cash,0,1
1911,Cust_3815,Xtreme 160R,2024-09-28,134024.39,Card,0,6
1912,Cust_3819,Dominar 400,2025-01-02,99332.34,UPI,0,9
1913,Cust_3820,Unicorn,2024-09-20,177852.19,UPI,0,5
1914,Cust_3825,Glamour,2024-10-03,86644.75,UPI,0,8
1915,Cust_3826,250 Duke,2024-05-15,55589.31,UPI,0,10
1916,Cust_3827,Avenger 220,2025-01-02,286651.52,Cash,0,9
1917,Cust_3829,Activa,2024-07-21,58872.84,UPI,0,10
1918,Cust_3830,Apache RTR 160,2024-05-29,32333.56,UPI,0,10
1919,Cust_3833,R15 V4,2024-03-21,61259.24,Cash,0,10
1920,Cust_3836,Avenger 220,2024-06-18,135530.91,UPI,0,1
1921,Cust_3837,Ray ZR,2024-12-20,68800.03,Cash,0,10
1922,Cust_3839,Ninja 400,2024-12-24,151221.39,EMI,12,5
1923,Cust_3840,Splendor Plus,2024-12-16,147461.2,EMI,3,10
1924,Cust_3842,Vulcan S,2025-01-16,128764.17,Card,0,7
1925,Cust_3844,Himalayan,2024-07-30,74497.63,Card,0,6
1926,Cust_3846,MT-15,2025-01-14,124694.56,EMI,24,10
1927,Cust_3847,Ronin,2025-01-23,72913.48,Card,0,9
1928,Cust_3851,NTorq 125,2025-02-13,51654,UPI,0,4
1929,Cust_3852,RC 390,2025-02-04,93652.63,UPI,0,3
1930,Cust_3854,Shine,2025-02-20,124038.4,UPI,0,5
1931,Cust_3855,HF Deluxe,2024-10-08,168530.22,Card,0,4
1932,Cust_3860,Unicorn,2024-05-17,35208.61,UPI,0,2
1933,Cust_3862,Interceptor 650,2025-01-09,111449.48,Card,0,3
1934,Cust_3868,FZ V3,2024-08-21,54735.3,Cash,0,10
1935,Cust_3869,Activa,2025-01-26,102220.53,Card,0,10
1936,Cust_3871,Shine,2024-04-18,39212.82,UPI,0,1
1937,Cust_3872,Ray ZR,2024-09-11,57055.89,Cash,0,2
1938,Cust_3874,250 Duke,2024-11-25,160992.14,UPI,0,8
1939,Cust_3875,Avenger 220,2024-06-11,167106.6,Cash,0,8
1940,Cust_3878,HF Deluxe,2024-11-26,145992.66,EMI,12,10
1941,Cust_3879,Avenger 220,2024-11-21,31887.2,EMI,6,2
1942,Cust_3883,Glamour,2024-12-29,171262.17,EMI,6,6
1943,Cust_3885,Hunter 350,2024-12-29,38429.1,Cash,0,10
1944,Cust_3886,Platina 110,2024-05-07,162472.51,Cash,0,1
1945,Cust_3887,Activa,2024-09-12,237707.35,UPI,0,10
1946,Cust_3888,Platina 110,2024-09-28,163145.73,Cash,0,8
1947,Cust_3889,Hunter 350,2024-10-09,87317.61,Card,0,10
1948,Cust_3890,Sport,2024-03-25,189330.68,Card,0,8
1949,Cust_3894,Fascino 125,2025-01-03,188486.9,UPI,0,3
1950,Cust_3898,Dio,2024-08-30,104336.4,Card,0,8
1951,Cust_3899,Ronin,2024-10-01,232485.66,Card,0,3
1952,Cust_3901,Interceptor 650,2024-10-04,147898.75,UPI,0,6
1953,Cust_3904,CBR 650R,2024-09-30,232946.61,UPI,0,4
1954,Cust_3906,Avenger 220,2024-03-15,173685.66,Cash,0,7
1955,Cust_3908,Interceptor 650,2024-04-10,96100.54,UPI,0,8
1956,Cust_3910,Ronin,2025-02-17,50358.35,UPI,0,10
1957,Cust_3912,R15 V4,2024-07-20,166800.38,Cash,0,6
1958,Cust_3913,Jupiter,2024-12-05,103502.21,UPI,0,10
1959,Cust_3915,Ronin,2024-07-26,278491.35,EMI,24,4
1960,Cust_3916,CBR 650R,2024-08-05,208976.55,Card,0,8
1961,Cust_3918,Xtreme 160R,2025-02-20,69409.88,Card,0,7
1962,Cust_3919,MT-15,2025-01-19,43617.47,Cash,0,10
1963,Cust_3920,Meteor 350,2025-01-17,136848.07,EMI,18,10
1964,Cust_3923,125 Duke,2024-10-08,188607.3,UPI,0,10
1965,Cust_3924,Fascino 125,2025-02-19,198438.6,UPI,0,7
1966,Cust_3926,Dio,2024-06-21,107006.88,Cash,0,3
1967,Cust_3931,Interceptor 650,2024-05-21,95010.24,UPI,0,3
1968,Cust_3933,CT 100,2024-10-19,70443.84,Card,0,9
1969,Cust_3936,Passion Pro,2024-07-29,121260.27,UPI,0,7
1970,Cust_3939,Ninja 400,2024-08-10,91884.05,EMI,3,1
1971,Cust_3941,MT-15,2024-10-24,50715.75,Cash,0,3
1972,Cust_3942,Z650,2024-10-24,63167.9,UPI,0,1
1973,Cust_3943,Passion Pro,2024-12-09,62312.39,Card,0,6
1974,Cust_3944,Xtreme 160R,2024-06-23,76021.19,UPI,0,2
1975,Cust_3946,125 Duke,2024-08-31,63334.3,UPI,0,7
1976,Cust_3947,Z650,2024-09-04,222969.83,UPI,0,8
1977,Cust_3948,Jupiter,2024-06-01,69879.56,UPI,0,6
1978,Cust_3950,Dominar 400,2024-06-10,98468.85,Card,0,5
1979,Cust_3951,Fascino 125,2024-12-26,160302.54,Card,0,10
1980,Cust_3954,Splendor Plus,2024-04-01,45787.17,Card,0,4
1981,Cust_3955,Ray ZR,2024-05-28,234201.21,Card,0,9
1982,Cust_3959,RC 390,2024-08-26,185629.82,Cash,0,8
1983,Cust_3960,CT 100,2024-08-24,188129.14,UPI,0,5
1984,Cust_3961,Avenger 220,2025-03-01,142878.14,Cash,0,1
1985,Cust_3962,Sport,2024-05-17,107481.61,Card,0,8
1986,Cust_3963,390 Adventure,2025-01-06,85074.03,UPI,0,8
1987,Cust_3964,HF Deluxe,2024-06-06,203119.78,UPI,0,7
1988,Cust_3965,MT-15,2024-04-16,207348.58,Card,0,7
1989,Cust_3966,Ninja 400,2025-02-19,257664.4,Card,0,8
1990,Cust_3967,Dominar 400,2024-03-15,166755.85,EMI,3,1
1991,Cust_3972,Himalayan,2025-02-15,50360.7,Cash,0,3
1992,Cust_3973,Jupiter,2024-06-07,208370.19,Cash,0,4
1993,Cust_3978,Dio,2024-12-19,253953.42,Card,0,6
1994,Cust_3979,Platina 110,2024-12-08,97560.55,Card,0,10
1995,Cust_3983,Avenger 220,2024-05-04,220675.58,UPI,0,10
1996,Cust_3985,Duke 200,2024-07-30,198561.92,Card,0,9
1997,Cust_3986,RC 390,2024-11-18,92750.95,EMI,6,10
1998,Cust_3987,Ray ZR,2024-12-17,202038.73,UPI,0,6
1999,Cust_3989,Himalayan,2024-09-06,163954.06,UPI,0,9
2000,Cust_3992,Splendor Plus,2024-06-23,45392.11,Cash,0,9
2001,Cust_3994,Apache RTR 160,2024-04-10,56438.07,UPI,0,6
2002,Cust_3996,Himalayan,2024-09-14,139730.16,Cash,0,5
2003,Cust_3997,Versys 650,2024-08-10,174775.44,Cash,0,3
2004,Cust_3998,Passion Pro,2025-02-13,237489.52,Cash,0,5
2005,Cust_3999,Glamour,2024-12-27,224241.49,Cash,0,3
2006,Cust_4001,Avenger 220,2024-11-12,103724.39,Card,0,5
2007,Cust_4005,Fascino 125,2025-02-11,100187.52,Card,0,10
2008,Cust_4007,FZ V3,2024-09-18,246715.54,Cash,0,10
2009,Cust_4008,HF Deluxe,2024-06-05,75632.59,EMI,12,1
2010,Cust_4009,CBR 650R,2024-12-11,70678.28,UPI,0,6
2011,Cust_4011,Ronin,2024-12-20,167085.51,UPI,0,7
2012,Cust_4012,Platina 110,2024-10-31,220036.7,UPI,0,2
2013,Cust_4014,Splendor Plus,2024-04-30,182695,UPI,0,3
2014,Cust_4016,Glamour,2025-02-19,251907.11,Cash,0,10
2015,Cust_4019,Avenger 220,2024-10-09,112449.48,Card,0,9
2016,Cust_4022,Versys 650,2024-05-27,173813.36,UPI,0,8
2017,Cust_4026,Versys 650,2024-11-12,137268.01,Cash,0,4
2018,Cust_4028,Fascino 125,2024-04-12,178748.23,Cash,0,8
2019,Cust_4031,Duke 200,2024-12-20,169360.09,EMI,9,8
2020,Cust_4034,Versys 650,2024-11-11,51171.63,UPI,0,6
2021,Cust_4035,NTorq 125,2025-01-13,253225.03,UPI,0,10
2022,Cust_4036,Ronin,2024-06-07,127569.72,UPI,0,2
2023,Cust_4037,250 Duke,2024-09-23,211885.8,UPI,0,4
2024,Cust_4039,CBR 650R,2024-11-28,112257.83,UPI,0,4
2025,Cust_4040,Jupiter,2024-05-31,163249.39,EMI,6,2
2026,Cust_4041,Shine,2024-05-27,44996.45,Cash,0,9
2027,Cust_4042,Interceptor 650,2024-07-12,55346.59,Card,0,2
2028,Cust_4044,Hunter 350,2024-06-01,88131.92,Cash,0,10
2029,Cust_4045,Pulsar 150,2024-05-23,56780.24,UPI,0,5
2030,Cust_4046,Interceptor 650,2025-02-03,173570.1,Card,0,4
2031,Cust_4048,Classic 350,2024-03-22,54149.22,Card,0,6
2032,Cust_4051,Classic 350,2025-01-20,230889.91,Card,0,4
2033,Cust_4057,Ronin,2024-08-23,73345.51,UPI,0,9
2034,Cust_4058,Xtreme 160R,2024-07-19,67500.29,UPI,0,10
2035,Cust_4059,Xtreme 160R,2024-03-22,92184.99,Cash,0,10
2036,Cust_4063,Splendor Plus,2025-01-09,82183.87,Cash,0,3
2037,Cust_4065,Duke 200,2024-10-29,174574.26,UPI,0,10
2038,Cust_4066,Z650,2024-11-04,230959.79,Card,0,4
2039,Cust_4067,Ray ZR,2024-08-18,128749.95,Card,0,1
2040,Cust_4068,RC 390,2025-02-17,195909.67,EMI,24,6
2041,Cust_4070,Himalayan,2024-06-29,184996.13,Card,0,2
2042,Cust_4075,Himalayan,2024-09-28,80517.2,UPI,0,4
2043,Cust_4077,Ninja 300,2025-01-02,27455.69,Cash,0,5
2044,Cust_4078,Platina 110,2025-01-10,127516.53,Card,0,8
2045,Cust_4079,Meteor 350,2025-02-25,110887.67,UPI,0,10
2046,Cust_4080,Ninja 400,2024-08-11,116120.14,UPI,0,6
2047,Cust_4082,Ronin,2024-10-16,101759.45,UPI,0,1
2048,Cust_4084,Himalayan,2024-08-03,95315.99,Cash,0,9
2049,Cust_4088,Activa,2024-06-21,157138.13,EMI,24,1
2050,Cust_4090,Z650,2024-12-18,201541.22,Cash,0,2
2051,Cust_4094,Passion Pro,2024-09-29,91491.82,UPI,0,1
2052,Cust_4095,Classic 350,2024-05-29,113427.35,Card,0,8
2053,Cust_4096,Sport,2024-11-30,147846.9,UPI,0,4
2054,Cust_4097,Glamour,2025-03-04,172772.62,Card,0,2
2055,Cust_4100,MT-15,2024-08-02,216084.18,Cash,0,10
2056,Cust_4101,Duke 200,2024-04-01,154776.35,UPI,0,8
2057,Cust_4105,Apache RTR 160,2024-08-17,110627.29,Card,0,9
2058,Cust_4110,Dominar 400,2024-08-19,76978.1,Cash,0,5
2059,Cust_4112,HF Deluxe,2024-12-29,108482.19,Card,0,3
2060,Cust_4113,Dominar 400,2024-11-25,145316.1,Cash,0,1
2061,Cust_4114,Ronin,2024-06-19,133495.05,EMI,24,8
2062,Cust_4115,Jupiter,2024-04-12,83371.75,UPI,0,10
2063,Cust_4116,Platina 110,2025-01-15,182746.87,Card,0,5
2064,Cust_4117,Hunter 350,2024-10-18,202034.4,EMI,18,7
2065,Cust_4118,390 Adventure,2024-08-05,171009.45,Card,0,5
2066,Cust_4119,250 Duke,2024-06-12,49580.55,Cash,0,4
2067,Cust_4121,Apache RTR 160,2024-05-01,64269.41,EMI,18,5
2068,Cust_4126,MT-15,2024-09-21,136190.79,EMI,18,10
2069,Cust_4127,Ninja 400,2024-10-08,249520.95,Card,0,6
2070,Cust_4128,Activa,2024-05-15,186388.64,Card,0,10
2071,Cust_4129,Fascino 125,2024-08-22,179820.22,Card,0,10
2072,Cust_4131,125 Duke,2025-02-08,174176.06,Card,0,9
2073,Cust_4139,Passion Pro,2025-02-18,272211.86,Card,0,10
2074,Cust_4143,CT 100,2024-08-31,109998.46,Cash,0,2
2075,Cust_4144,Meteor 350,2024-11-02,102265.65,Cash,0,7
2076,Cust_4145,FZ V3,2024-11-27,108433.66,UPI,0,1
2077,Cust_4146,Fascino 125,2024-04-22,81017.45,EMI,18,8
2078,Cust_4147,Pulsar 150,2024-04-27,193930.99,UPI,0,4
2079,Cust_4149,Dio,2024-05-23,69554.23,EMI,3,8
2080,Cust_4159,Passion Pro,2024-03-13,140097.83,Card,0,8
2081,Cust_4160,Glamour,2024-08-20,245892.09,Cash,0,4
2082,Cust_4162,CBR 650R,2024-08-01,137398.96,UPI,0,4
2083,Cust_4163,Unicorn,2024-10-26,177123.12,Card,0,5
2084,Cust_4164,Duke 200,2024-03-21,128986.21,Card,0,7
2085,Cust_4165,Platina 110,2024-08-15,145212.42,Card,0,6
2086,Cust_4166,Z650,2024-04-23,135601.02,EMI,24,1
2087,Cust_4168,Unicorn,2024-09-30,75341.67,EMI,9,6
2088,Cust_4170,Splendor Plus,2025-01-24,154972.25,Card,0,3
2089,Cust_4171,Unicorn,2025-01-07,175192.19,Card,0,9
2090,Cust_4173,Dio,2024-11-10,70912.53,UPI,0,3
2091,Cust_4174,Jupiter,2024-10-11,240537.22,Card,0,10
2092,Cust_4175,HF Deluxe,2024-06-30,191258.26,Card,0,10
2093,Cust_4177,Interceptor 650,2024-06-21,180897.18,Cash,0,10
2094,Cust_4180,Dominar 400,2024-04-10,46050.93,Card,0,8
2095,Cust_4182,250 Duke,2024-04-25,237432.43,UPI,0,10
2096,Cust_4185,Interceptor 650,2024-10-14,92340.95,UPI,0,9
2097,Cust_4187,Dio,2024-12-08,99057.77,Card,0,7
2098,Cust_4188,CBR 650R,2024-09-28,286334.06,UPI,0,10
2099,Cust_4189,Dio,2024-04-02,91732.8,Card,0,1
2100,Cust_4193,250 Duke,2024-05-22,207493.31,Card,0,8
2101,Cust_4194,Glamour,2024-12-25,169618.32,Cash,0,7
2102,Cust_4197,250 Duke,2024-05-13,153574.37,Cash,0,4
2103,Cust_4201,Z650,2024-03-08,260959.95,Card,0,6
2104,Cust_4203,Ronin,2024-06-29,63880.42,Card,0,10
2105,Cust_4204,Versys 650,2024-03-30,89361.29,UPI,0,2
2106,Cust_4208,Splendor Plus,2024-10-13,28992.61,Card,0,4
2107,Cust_4209,CT 100,2024-06-06,180906.84,UPI,0,8
2108,Cust_4210,Unicorn,2024-07-07,285879.32,Card,0,4
2109,Cust_4212,Avenger 220,2024-09-28,209798.16,Cash,0,10
2110,Cust_4214,Apache RTR 160,2024-10-20,134637.46,Cash,0,4
2111,Cust_4215,Splendor Plus,2025-02-20,179389.8,Cash,0,4
2112,Cust_4218,Classic 350,2024-04-23,113762.36,Card,0,10
2113,Cust_4220,Interceptor 650,2024-06-10,172119.9,Card,0,9
2114,Cust_4223,R15 V4,2024-06-22,186801.33,Card,0,10
2115,Cust_4224,Vulcan S,2025-02-14,176082.79,Card,0,7
2116,Cust_4226,R15 V4,2025-02-01,109603.43,EMI,9,3
2117,Cust_4228,Duke 200,2024-12-05,167003.4,EMI,12,4
2118,Cust_4229,Dio,2024-11-03,121886.51,Card,0,1
2119,Cust_4230,Duke 200,2024-07-26,181826.87,Card,0,3
2120,Cust_4233,MT-15,2024-07-19,282322.16,UPI,0,2
2121,Cust_4236,FZ V3,2024-11-18,128852.91,Card,0,10
2122,Cust_4240,Dominar 400,2024-08-29,180899.74,Card,0,10
2123,Cust_4242,R15 V4,2024-05-01,128458.12,Card,0,6
2124,Cust_4244,Glamour,2024-09-26,231307.26,Card,0,10
2125,Cust_4246,390 Adventure,2024-12-30,95496.61,Cash,0,8
2126,Cust_4248,390 Adventure,2024-05-28,57495,Cash,0,9
2127,Cust_4249,Xtreme 160R,2024-06-23,106400.58,UPI,0,1
2128,Cust_4250,Dio,2024-09-14,99827.44,Card,0,5
2129,Cust_4251,Himalayan,2024-11-06,164427.29,UPI,0,7
2130,Cust_4254,Ray ZR,2025-02-24,112695.85,Card,0,2
2131,Cust_4255,Xtreme 160R,2024-11-30,73975.96,Cash,0,6
2132,Cust_4256,CT 100,2024-06-27,111244.53,UPI,0,8
2133,Cust_4258,Splendor Plus,2025-02-21,249027.54,Cash,0,8
2134,Cust_4260,CT 100,2024-08-24,168102.67,EMI,3,10
2135,Cust_4261,Himalayan,2025-03-01,63971.89,Cash,0,10
2136,Cust_4263,Splendor Plus,2024-10-21,101015.11,Card,0,8
2137,Cust_4265,Meteor 350,2025-02-01,69057.21,Cash,0,6
2138,Cust_4266,CT 100,2024-12-16,155809.04,EMI,18,6
2139,Cust_4267,Ronin,2024-07-16,57788.14,Card,0,3
2140,Cust_4268,Avenger 220,2024-07-10,108140.2,Card,0,2
2141,Cust_4269,Splendor Plus,2024-10-27,21945.79,Card,0,5
2142,Cust_4271,Ray ZR,2024-04-10,118956.08,Card,0,9
2143,Cust_4274,Meteor 350,2024-06-12,102491.22,UPI,0,4
2144,Cust_4278,Duke 200,2024-03-17,155942.01,Cash,0,5
2145,Cust_4280,Vulcan S,2024-11-01,241488.02,Cash,0,6
2146,Cust_4281,Apache RTR 160,2024-08-07,208207.19,UPI,0,6
2147,Cust_4283,Versys 650,2025-02-26,25102.26,Cash,0,4
2148,Cust_4284,Unicorn,2024-07-05,171373.42,EMI,24,4
2149,Cust_4287,Dio,2024-09-10,157434.96,Card,0,10
2150,Cust_4288,R15 V4,2024-09-04,223178.62,Cash,0,5
2151,Cust_4289,Sport,2024-08-19,241432.72,EMI,9,5
2152,Cust_4290,Avenger 220,2024-07-08,134703.07,Cash,0,9
2153,Cust_4291,Apache RTR 160,2024-08-18,174657.73,UPI,0,4
2154,Cust_4300,CBR 650R,2024-09-30,58378.63,UPI,0,7
2155,Cust_4301,Versys 650,2025-03-03,265455.42,Cash,0,5
2156,Cust_4302,NTorq 125,2024-10-11,127282.49,Cash,0,9
2157,Cust_4303,Ray ZR,2024-11-05,42505.83,UPI,0,8
2158,Cust_4304,Meteor 350,2024-06-27,98301.52,Cash,0,8
2159,Cust_4305,Fascino 125,2024-03-28,133698.85,Card,0,10
2160,Cust_4306,FZ V3,2024-12-02,91892.78,Card,0,10
2161,Cust_4308,Splendor Plus,2024-05-09,75924.87,EMI,18,3
2162,Cust_4309,Versys 650,2025-03-04,153411.56,Card,0,9
2163,Cust_4310,Dominar 400,2024-12-14,86437.27,Card,0,10
2164,Cust_4311,Ninja 400,2025-02-04,114775.52,UPI,0,3
2165,Cust_4312,RC 390,2024-09-06,100169.64,UPI,0,10
2166,Cust_4313,Unicorn,2024-12-03,133627.72,UPI,0,1
2167,Cust_4316,Duke 200,2024-11-29,156119.52,Cash,0,5
2168,Cust_4318,Pulsar 150,2024-08-06,160071.95,EMI,9,4
2169,Cust_4319,Avenger 220,2024-07-13,200957.64,Card,0,8
2170,Cust_4321,Ninja 400,2024-05-26,151057.87,UPI,0,6
2171,Cust_4323,125 Duke,2024-09-20,198960.59,Cash,0,10
2172,Cust_4324,125 Duke,2024-11-03,208425.88,Card,0,5
2173,Cust_4325,Duke 200,2025-03-01,125069.8,UPI,0,9
2174,Cust_4328,Dio,2024-06-24,93678.1,Card,0,6
2175,Cust_4332,Ninja 300,2024-11-22,111028.61,UPI,0,3
2176,Cust_4334,Dominar 400,2024-04-21,244983.04,EMI,18,6
2177,Cust_4336,125 Duke,2024-04-27,62139.41,Cash,0,4
2178,Cust_4337,Unicorn,2024-11-18,75889.14,UPI,0,5
2179,Cust_4341,Classic 350,2025-01-13,110931.54,UPI,0,10
2180,Cust_4343,Ninja 300,2024-09-17,32804.7,UPI,0,9
2181,Cust_4348,Classic 350,2024-06-29,141884.47,Card,0,3
2182,Cust_4349,125 Duke,2024-04-07,144668.93,Card,0,1
2183,Cust_4351,250 Duke,2024-07-24,98597.82,UPI,0,2
2184,Cust_4353,Avenger 220,2024-04-15,53001.33,UPI,0,8
2185,Cust_4354,Fascino 125,2024-06-13,166017.54,EMI,24,4
2186,Cust_4355,Passion Pro,2024-11-03,44940.85,Card,0,7
2187,Cust_4356,Ninja 300,2024-10-15,76394.25,Card,0,2
2188,Cust_4359,Passion Pro,2024-06-07,257936.44,Card,0,10
2189,Cust_4361,Classic 350,2024-10-16,125285.68,Card,0,8
2190,Cust_4363,250 Duke,2025-02-20,169713.78,Cash,0,10
2191,Cust_4365,Pulsar 150,2024-11-08,127845.31,Cash,0,9
2192,Cust_4367,Glamour,2024-08-20,159836.63,Cash,0,7
2193,Cust_4368,Hunter 350,2024-04-21,224097.87,Card,0,10
2194,Cust_4371,Versys 650,2024-12-13,171905.07,EMI,3,1
2195,Cust_4372,Fascino 125,2024-10-09,43403.01,UPI,0,2
2196,Cust_4375,Meteor 350,2025-01-11,196978.25,Cash,0,9
2197,Cust_4377,Pulsar 150,2024-03-09,125341.1,UPI,0,10
2198,Cust_4378,Ninja 300,2025-01-12,48475.49,EMI,12,7
2199,Cust_4380,Passion Pro,2024-10-24,37965.5,Card,0,3
2200,Cust_4382,Hunter 350,2024-06-09,132480.41,UPI,0,5
2201,Cust_4384,Fascino 125,2024-04-01,220124.77,EMI,12,1
2202,Cust_4385,Splendor Plus,2024-11-22,66615.55,Cash,0,10
2203,Cust_4386,RC 390,2024-06-11,157754.53,Card,0,3
2204,Cust_4389,Himalayan,2025-03-02,75852.98,UPI,0,10
2205,Cust_4390,Glamour,2024-07-20,224944.16,UPI,0,4
2206,Cust_4391,Dio,2024-06-30,194733.53,EMI,9,7
2207,Cust_4395,Xtreme 160R,2025-02-14,131239.73,EMI,3,10
2208,Cust_4397,Dominar 400,2025-01-27,66570.91,Card,0,9
2209,Cust_4398,Dio,2024-04-02,142256.96,Card,0,7
2210,Cust_4399,FZ V3,2024-12-23,177145.87,EMI,3,2
2211,Cust_4400,Shine,2024-10-18,153120.58,EMI,9,10
2212,Cust_4401,RC 390,2024-09-02,83711.94,EMI,3,10
