Cust_ID,Age,State,City Tier,Avg Daily Distance Travells (km),Annual Income Range
Cust_2811,30,Karnataka,Tier 3,34.22,1200000+
Cust_2812,34,Madhya Pradesh,Metro,24.9,150000-300000
Cust_2813,42,Rajasthan,Tier 1,23.7,800000-1200000
Cust_2814,64,West Bengal,Metro,74.27,300000-500000
Cust_2815,49,Madhya Pradesh,Tier 1,58.75,500000-800000
Cust_2816,56,Uttar Pradesh,Tier 3,78.87,300000-500000
Cust_2817,25,Rajasthan,Tier 3,65.21,1200000+
Cust_2818,23,Maharashtra,Tier 3,23.25,300000-500000
Cust_2819,78,Uttar Pradesh,Metro,79.48,800000-1200000
Cust_2820,28,Madhya Pradesh,Tier 2,46.08,800000-1200000
Cust_2821,71,Madhya Pradesh,Tier 3,66.08,150000-300000
Cust_2822,62,Madhya Pradesh,Tier 2,29.2,800000-1200000
Cust_2823,51,West Bengal,Tier 1,55.51,500000-800000
Cust_2824,32,Tamil Nadu,Metro,17.52,300000-500000
Cust_2825,31,Tamil Nadu,Tier 2,27.72,500000-800000
Cust_2826,25,West Bengal,Tier 3,67.88,150000-300000
Cust_2827,60,Delhi,Metro,67.15,300000-500000
Cust_2828,46,Maharashtra,Tier 3,8.26,300000-500000
Cust_2829,35,West Bengal,Metro,30.29,300000-500000
Cust_2830,71,West Bengal,Metro,43.65,500000-800000
Cust_2831,62,Gujarat,Metro,41.22,300000-500000
Cust_2832,42,West Bengal,Tier 2,20.59,300000-500000
Cust_2833,34,Madhya Pradesh,Tier 2,79,300000-500000
Cust_2834,59,Rajasthan,Tier 3,48.12,1200000+
Cust_2835,53,Gujarat,Metro,23.05,300000-500000
Cust_2836,27,Tamil Nadu,Tier 3,50.9,800000-1200000
Cust_2837,67,Madhya Pradesh,Tier 3,9.27,150000-300000
Cust_2838,22,Maharashtra,Tier 3,45.38,150000-300000
Cust_2839,72,Madhya Pradesh,Tier 2,16.26,500000-800000
Cust_2840,60,Gujarat,Tier 3,66.49,300000-500000
Cust_2841,48,West Bengal,Tier 1,8.65,500000-800000
Cust_2842,55,Rajasthan,Tier 1,32.04,800000-1200000
Cust_2843,25,Gujarat,Tier 3,63.06,300000-500000
Cust_2844,54,Tamil Nadu,Metro,23.59,300000-500000
Cust_2845,66,Rajasthan,Tier 1,50.81,150000-300000
Cust_2846,76,West Bengal,Metro,7.77,300000-500000
Cust_2847,33,Gujarat,Tier 1,43.74,150000-300000
Cust_2848,54,Delhi,Tier 3,53.47,300000-500000
Cust_2849,34,Maharashtra,Metro,35.55,150000-300000
Cust_2850,22,Karnataka,Tier 2,13.06,800000-1200000
Cust_2851,33,Punjab,Tier 1,26.52,300000-500000
Cust_2852,63,Uttar Pradesh,Tier 3,64.83,150000-300000
Cust_2853,65,Delhi,Metro,56.24,800000-1200000
Cust_2854,37,Delhi,Tier 3,66.33,150000-300000
Cust_2855,30,Punjab,Tier 3,79.56,150000-300000
Cust_2856,48,Madhya Pradesh,Tier 3,48.57,800000-1200000
Cust_2857,71,Maharashtra,Tier 1,5.8,150000-300000
Cust_2858,44,Rajasthan,Tier 3,70.06,800000-1200000
Cust_2859,67,Gujarat,Tier 1,19.42,150000-300000
Cust_2860,62,Rajasthan,Tier 1,41.34,300000-500000
Cust_2861,44,Maharashtra,Tier 2,73.56,300000-500000
Cust_2862,67,Maharashtra,Tier 2,33.67,300000-500000
Cust_2863,56,Tamil Nadu,Tier 3,23.04,500000-800000
Cust_2864,44,Rajasthan,Tier 1,46.78,500000-800000
Cust_2865,34,West Bengal,Tier 1,20.22,300000-500000
Cust_2866,20,West Bengal,Tier 2,65.7,150000-300000
Cust_2867,66,Rajasthan,Metro,71.35,300000-500000
Cust_2868,38,Delhi,Tier 1,61.55,150000-300000
Cust_2869,62,Rajasthan,Metro,23.12,150000-300000
Cust_2870,37,Madhya Pradesh,Tier 1,46.43,150000-300000
Cust_2871,48,Uttar Pradesh,Tier 1,6.39,300000-500000
Cust_2872,26,West Bengal,Tier 3,62.82,150000-300000
Cust_2873,65,Punjab,Tier 3,79.01,150000-300000
Cust_2874,69,Uttar Pradesh,Tier 1,30.99,150000-300000
Cust_2875,39,Uttar Pradesh,Tier 1,27.72,150000-300000
Cust_2876,32,Tamil Nadu,Tier 1,23.05,150000-300000
Cust_2877,19,West Bengal,Metro,31.63,500000-800000
Cust_2878,64,Delhi,Tier 3,11.94,800000-1200000
Cust_2879,40,Punjab,Tier 3,18.76,150000-300000
Cust_2880,21,Punjab,Metro,31.62,150000-300000
Cust_2881,19,Uttar Pradesh,Metro,27.77,300000-500000
Cust_2882,63,Uttar Pradesh,Tier 3,78.73,150000-300000
Cust_2883,19,Delhi,Metro,36.1,300000-500000
Cust_2884,71,Madhya Pradesh,Tier 2,38.33,150000-300000
Cust_2885,64,Maharashtra,Tier 2,45.07,800000-1200000
Cust_2886,25,Punjab,Tier 1,38.6,150000-300000
Cust_2887,49,Delhi,Tier 3,10.91,500000-800000
Cust_2888,71,Karnataka,Tier 2,69.13,300000-500000
Cust_2889,80,Rajasthan,Tier 1,33.89,300000-500000
Cust_2890,75,Madhya Pradesh,Metro,40.42,500000-800000
Cust_2891,29,Madhya Pradesh,Tier 3,36.74,1200000+
Cust_2892,50,West Bengal,Metro,64.39,800000-1200000
Cust_2893,45,Maharashtra,Tier 2,60.96,300000-500000
Cust_2894,79,Gujarat,Tier 2,69.89,150000-300000
Cust_2895,36,West Bengal,Tier 3,26.22,300000-500000
Cust_2896,49,Madhya Pradesh,Metro,12.71,500000-800000
Cust_2897,53,Rajasthan,Metro,49.57,800000-1200000
Cust_2898,38,West Bengal,Tier 3,34.25,500000-800000
Cust_2899,70,Gujarat,Tier 1,52.53,150000-300000
Cust_2900,77,Maharashtra,Tier 2,49.88,1200000+
Cust_2901,47,Punjab,Tier 1,77.59,150000-300000
Cust_2902,57,Punjab,Metro,79.96,150000-300000
Cust_2903,32,Maharashtra,Tier 2,75.08,150000-300000
Cust_2904,32,Punjab,Metro,9.43,300000-500000
Cust_2905,52,Rajasthan,Tier 1,31.56,500000-800000
Cust_2906,19,Punjab,Tier 3,66.49,300000-500000
Cust_2907,66,Uttar Pradesh,Tier 3,30,300000-500000
Cust_2908,28,Maharashtra,Metro,79.52,300000-500000
Cust_2909,42,Punjab,Tier 2,48.92,500000-800000
Cust_2910,54,Maharashtra,Tier 2,51.53,150000-300000
Cust_2911,31,Gujarat,Tier 1,26.42,300000-500000
Cust_2912,46,Delhi,Tier 2,6.88,150000-300000
Cust_2913,74,West Bengal,Metro,78.74,800000-1200000
Cust_2914,20,Karnataka,Tier 1,78.3,800000-1200000
Cust_2915,72,West Bengal,Metro,38.07,800000-1200000
Cust_2916,18,Delhi,Metro,69.17,300000-500000
Cust_2917,78,Maharashtra,Metro,62.87,300000-500000
Cust_2918,31,West Bengal,Metro,45.08,150000-300000
Cust_2919,28,Uttar Pradesh,Tier 3,22.43,1200000+
Cust_2920,53,Punjab,Tier 1,74.36,150000-300000
Cust_2921,53,Tamil Nadu,Tier 2,65.59,150000-300000
Cust_2922,19,Maharashtra,Tier 2,9.12,500000-800000
Cust_2923,62,Punjab,Tier 1,78.82,300000-500000
Cust_2924,22,Maharashtra,Metro,58.95,300000-500000
Cust_2925,42,Punjab,Metro,17.19,500000-800000
Cust_2926,42,Delhi,Tier 3,61.36,300000-500000
Cust_2927,57,Delhi,Tier 1,38.19,1200000+
Cust_2928,48,Madhya Pradesh,Metro,5.92,300000-500000
Cust_2929,60,Rajasthan,Tier 2,45.99,500000-800000
Cust_2930,78,Madhya Pradesh,Tier 2,73.47,500000-800000
Cust_2931,69,Madhya Pradesh,Tier 1,54.03,300000-500000
Cust_2932,43,Gujarat,Metro,20.43,300000-500000
Cust_2933,59,Karnataka,Tier 3,75.61,300000-500000
Cust_2934,33,Delhi,Metro,27.9,500000-800000
Cust_2935,35,Madhya Pradesh,Metro,57.09,150000-300000
Cust_2936,75,Maharashtra,Tier 3,46.7,300000-500000
Cust_2937,24,Delhi,Metro,75.87,150000-300000
Cust_2938,63,Madhya Pradesh,Tier 2,30.39,800000-1200000
Cust_2939,67,West Bengal,Metro,43.27,500000-800000
Cust_2940,58,Delhi,Tier 1,11.06,150000-300000
Cust_2941,27,Punjab,Tier 2,46.61,300000-500000
Cust_2942,27,Maharashtra,Tier 3,70.26,300000-500000
Cust_2943,31,Gujarat,Tier 3,27.45,150000-300000
Cust_2944,52,Punjab,Metro,35.4,1200000+
Cust_2945,56,Uttar Pradesh,Tier 3,31.25,300000-500000
Cust_2946,70,West Bengal,Metro,32.83,500000-800000
Cust_2947,30,Madhya Pradesh,Tier 2,65.73,300000-500000
Cust_2948,26,Madhya Pradesh,Tier 1,48.36,800000-1200000
Cust_2949,25,Madhya Pradesh,Metro,41.98,150000-300000
Cust_2950,75,Delhi,Metro,76.66,150000-300000
Cust_2951,49,Delhi,Tier 2,39.53,800000-1200000
Cust_2952,44,West Bengal,Tier 2,5.15,150000-300000
Cust_2953,32,Madhya Pradesh,Metro,34.98,500000-800000
Cust_2954,39,Karnataka,Tier 3,65.49,150000-300000
Cust_2955,45,Punjab,Tier 3,57.67,300000-500000
Cust_2956,45,Punjab,Tier 3,60.81,800000-1200000
Cust_2957,64,Delhi,Tier 3,34.36,500000-800000
Cust_2958,22,Maharashtra,Metro,54.59,150000-300000
Cust_2959,35,Maharashtra,Tier 3,24.64,500000-800000
Cust_2960,66,Madhya Pradesh,Tier 2,56.85,800000-1200000
Cust_2961,80,Rajasthan,Tier 3,21.86,500000-800000
Cust_2962,52,Punjab,Tier 1,53.12,300000-500000
Cust_2963,32,Tamil Nadu,Metro,58.25,300000-500000
Cust_2964,27,Karnataka,Tier 2,12.9,800000-1200000
Cust_2965,68,Karnataka,Tier 3,10.52,300000-500000
Cust_2966,19,Uttar Pradesh,Tier 1,68.85,300000-500000
Cust_2967,71,Delhi,Tier 1,70.75,150000-300000
Cust_2968,77,Punjab,Tier 1,37.1,1200000+
Cust_2969,72,Punjab,Tier 2,74.73,1200000+
Cust_2970,42,Uttar Pradesh,Tier 2,50.67,300000-500000
Cust_2971,34,Delhi,Tier 1,72.51,150000-300000
Cust_2972,20,Tamil Nadu,Metro,72.52,800000-1200000
Cust_2973,31,Gujarat,Tier 3,28.19,150000-300000
Cust_2974,66,West Bengal,Tier 1,77.23,150000-300000
Cust_2975,31,Delhi,Tier 3,16.62,150000-300000
Cust_2976,38,Rajasthan,Metro,7.96,800000-1200000
Cust_2977,74,Karnataka,Tier 1,37.23,500000-800000
Cust_2978,70,Madhya Pradesh,Tier 1,53.19,300000-500000
Cust_2979,18,Madhya Pradesh,Tier 3,33.61,150000-300000
Cust_2980,36,Uttar Pradesh,Tier 2,24.17,500000-800000
Cust_2981,71,Tamil Nadu,Tier 2,8.92,150000-300000
Cust_2982,65,West Bengal,Metro,52.4,500000-800000
Cust_2983,51,Madhya Pradesh,Metro,20.19,300000-500000
Cust_2984,53,Tamil Nadu,Tier 2,66.92,150000-300000
Cust_2985,33,West Bengal,Tier 1,46.58,500000-800000
Cust_2986,71,Rajasthan,Metro,70.46,300000-500000
Cust_2987,48,Madhya Pradesh,Metro,76.24,800000-1200000
Cust_2988,65,Rajasthan,Metro,57.07,500000-800000
Cust_2989,47,West Bengal,Tier 2,68.97,150000-300000
Cust_2990,59,West Bengal,Tier 2,18.91,500000-800000
Cust_2991,23,Uttar Pradesh,Tier 2,35.56,300000-500000
Cust_2992,63,Madhya Pradesh,Tier 2,12.5,800000-1200000
Cust_2993,48,Gujarat,Metro,28.34,150000-300000
Cust_2994,73,Delhi,Tier 1,23.83,300000-500000
Cust_2995,51,Uttar Pradesh,Tier 2,18.01,300000-500000
Cust_2996,30,Punjab,Tier 3,70.06,500000-800000
Cust_2997,26,Tamil Nadu,Metro,54.2,500000-800000
Cust_2998,61,Madhya Pradesh,Tier 2,22.96,300000-500000
Cust_2999,50,Maharashtra,Tier 2,68.65,300000-500000
Cust_3000,80,Tamil Nadu,Metro,14.14,150000-300000
Cust_3001,32,West Bengal,Tier 2,75.1,150000-300000
Cust_3002,38,Delhi,Metro,19.58,500000-800000
Cust_3003,53,Delhi,Tier 3,12.3,150000-300000
Cust_3004,66,Punjab,Tier 2,22.4,300000-500000
Cust_3005,45,Delhi,Tier 1,19.41,150000-300000
Cust_3006,68,Tamil Nadu,Tier 1,60.99,150000-300000
Cust_3007,54,Delhi,Tier 2,39.76,300000-500000
Cust_3008,55,Punjab,Metro,77.56,150000-300000
Cust_3009,33,Maharashtra,Metro,41.91,500000-800000
Cust_3010,56,Rajasthan,Metro,18.36,300000-500000
Cust_3011,55,Madhya Pradesh,Tier 3,5.46,500000-800000
Cust_3012,46,Karnataka,Tier 3,9.89,800000-1200000
Cust_3013,43,Rajasthan,Tier 2,63.04,150000-300000
Cust_3014,18,Maharashtra,Tier 1,57.08,150000-300000
Cust_3015,80,Maharashtra,Tier 2,76.44,800000-1200000
Cust_3016,55,Uttar Pradesh,Tier 1,48.05,300000-500000
Cust_3017,33,Maharashtra,Tier 1,63.5,150000-300000
Cust_3018,68,Gujarat,Tier 2,30.73,1200000+
Cust_3019,38,Tamil Nadu,Tier 1,54.98,300000-500000
Cust_3020,68,Maharashtra,Metro,69.65,300000-500000
Cust_3021,55,Uttar Pradesh,Tier 1,23.38,300000-500000
Cust_3022,39,Tamil Nadu,Tier 3,16.74,300000-500000
Cust_3023,32,Gujarat,Tier 1,50.57,300000-500000
Cust_3024,20,Maharashtra,Tier 1,27.64,500000-800000
Cust_3025,62,Uttar Pradesh,Tier 3,25.64,500000-800000
Cust_3026,24,Punjab,Tier 2,7.91,300000-500000
Cust_3027,49,Punjab,Metro,8.02,300000-500000
Cust_3028,50,Punjab,Tier 3,6.82,300000-500000
Cust_3029,45,Rajasthan,Tier 1,29.51,500000-800000
Cust_3030,35,Tamil Nadu,Tier 2,23.69,300000-500000
Cust_3031,58,Uttar Pradesh,Tier 2,32.08,150000-300000
Cust_3032,32,Tamil Nadu,Tier 1,29.91,300000-500000
Cust_3033,69,Maharashtra,Tier 1,8.28,150000-300000
Cust_3034,70,Uttar Pradesh,Metro,45.83,150000-300000
Cust_3035,60,Tamil Nadu,Tier 3,13.94,150000-300000
Cust_3036,38,Uttar Pradesh,Tier 3,41.22,150000-300000
Cust_3037,69,Tamil Nadu,Tier 3,60.91,500000-800000
Cust_3038,26,Punjab,Metro,44.94,150000-300000
Cust_3039,33,Maharashtra,Tier 1,79.03,500000-800000
Cust_3040,30,West Bengal,Metro,16.15,300000-500000
Cust_3041,54,West Bengal,Tier 2,69.91,300000-500000
Cust_3042,62,Delhi,Metro,47.98,500000-800000
Cust_3043,26,Delhi,Tier 3,11.67,500000-800000
Cust_3044,74,West Bengal,Tier 3,45.81,500000-800000
Cust_3045,43,Madhya Pradesh,Tier 3,26.96,150000-300000
Cust_3046,40,Maharashtra,Tier 2,69.85,500000-800000
Cust_3047,18,Delhi,Tier 3,65.27,150000-300000
Cust_3048,22,Maharashtra,Metro,64.77,500000-800000
Cust_3049,44,Punjab,Tier 2,73.4,150000-300000
Cust_3050,22,Uttar Pradesh,Tier 2,27.66,300000-500000
Cust_3051,31,Delhi,Tier 3,60.36,500000-800000
Cust_3052,45,Maharashtra,Tier 3,37.16,150000-300000
Cust_3053,39,Maharashtra,Tier 2,35.21,800000-1200000
Cust_3054,44,West Bengal,Tier 2,75.14,150000-300000
Cust_3055,64,Delhi,Tier 3,26.14,300000-500000
Cust_3056,29,Karnataka,Tier 3,69.1,150000-300000
Cust_3057,63,Karnataka,Tier 3,74.69,300000-500000
Cust_3058,62,West Bengal,Tier 1,72.02,300000-500000
Cust_3059,45,Gujarat,Tier 3,28.4,150000-300000
Cust_3060,74,Punjab,Tier 3,48.22,300000-500000
Cust_3061,71,Tamil Nadu,Tier 2,6.98,500000-800000
Cust_3062,64,Gujarat,Metro,31.27,800000-1200000
Cust_3063,46,West Bengal,Metro,63.04,150000-300000
Cust_3064,55,West Bengal,Tier 2,79.54,150000-300000
Cust_3065,62,Rajasthan,Tier 2,57.24,800000-1200000
Cust_3066,41,Gujarat,Tier 2,41.64,500000-800000
Cust_3067,27,Uttar Pradesh,Tier 1,52.06,300000-500000
Cust_3068,44,Karnataka,Tier 1,50.39,150000-300000
Cust_3069,41,Rajasthan,Tier 3,50.31,300000-500000
Cust_3070,55,Madhya Pradesh,Metro,69.13,300000-500000
Cust_3071,52,Gujarat,Metro,56,300000-500000
Cust_3072,74,Gujarat,Tier 2,50.23,1200000+
Cust_3073,54,Karnataka,Tier 3,28.64,500000-800000
Cust_3074,69,Delhi,Metro,33.93,150000-300000
Cust_3075,32,Madhya Pradesh,Tier 1,30.5,300000-500000
Cust_3076,30,Tamil Nadu,Tier 2,56.72,500000-800000
Cust_3077,39,Karnataka,Metro,7.39,300000-500000
Cust_3078,78,Madhya Pradesh,Tier 1,77.38,500000-800000
Cust_3079,27,Punjab,Metro,77.52,800000-1200000
Cust_3080,64,Maharashtra,Tier 3,39.08,800000-1200000
Cust_3081,58,Gujarat,Tier 3,35.73,150000-300000
Cust_3082,25,Rajasthan,Tier 3,44.72,150000-300000
Cust_3083,31,Delhi,Tier 1,17.72,150000-300000
Cust_3084,18,Tamil Nadu,Tier 1,58.24,500000-800000
Cust_3085,29,Maharashtra,Tier 2,39.36,500000-800000
Cust_3086,51,Rajasthan,Metro,34.81,500000-800000
Cust_3087,67,Madhya Pradesh,Metro,47.35,500000-800000
Cust_3088,61,Gujarat,Tier 1,66.23,150000-300000
Cust_3089,26,Gujarat,Tier 1,28.96,800000-1200000
Cust_3090,38,Punjab,Tier 1,61.48,500000-800000
Cust_3091,35,Maharashtra,Metro,47.05,150000-300000
Cust_3092,79,Gujarat,Metro,45.27,150000-300000
Cust_3093,66,Tamil Nadu,Tier 2,62.65,300000-500000
Cust_3094,78,Karnataka,Metro,43.95,1200000+
Cust_3095,18,Gujarat,Metro,24.73,500000-800000
Cust_3096,52,Rajasthan,Tier 2,15.53,800000-1200000
Cust_3097,59,Madhya Pradesh,Tier 3,26.5,800000-1200000
Cust_3098,64,Delhi,Tier 2,59.98,150000-300000
Cust_3099,40,Gujarat,Tier 1,39.57,500000-800000
Cust_3100,66,Maharashtra,Tier 3,67.45,300000-500000
Cust_3101,37,Karnataka,Metro,5.59,150000-300000
Cust_3102,45,Punjab,Metro,36.57,300000-500000
Cust_3103,31,Maharashtra,Tier 3,63.98,500000-800000
Cust_3104,26,Delhi,Metro,32.71,300000-500000
Cust_3105,71,Tamil Nadu,Tier 3,36.38,300000-500000
Cust_3106,46,Rajasthan,Tier 2,76.41,150000-300000
Cust_3107,50,Tamil Nadu,Metro,6.49,800000-1200000
Cust_3108,53,Delhi,Tier 2,61.79,300000-500000
Cust_3109,36,Rajasthan,Metro,41.75,500000-800000
Cust_3110,55,Punjab,Tier 1,16.57,300000-500000
Cust_3111,54,Karnataka,Tier 2,77.08,800000-1200000
Cust_3112,45,Uttar Pradesh,Tier 2,9.43,800000-1200000
Cust_3113,34,Punjab,Tier 3,25.6,1200000+
Cust_3114,19,Karnataka,Tier 2,36.11,150000-300000
Cust_3115,67,West Bengal,Tier 3,63.87,150000-300000
Cust_3116,40,Uttar Pradesh,Tier 3,8.76,150000-300000
Cust_3117,33,Rajasthan,Metro,24.33,150000-300000
Cust_3118,79,Uttar Pradesh,Tier 3,54.74,150000-300000
Cust_3119,24,Karnataka,Tier 3,75.35,150000-300000
Cust_3120,34,Karnataka,Tier 2,53.51,150000-300000
Cust_3121,63,West Bengal,Tier 3,10.06,500000-800000
Cust_3122,27,Rajasthan,Tier 2,28.4,150000-300000
Cust_3123,25,Delhi,Tier 1,16.86,800000-1200000
Cust_3124,34,Madhya Pradesh,Tier 3,8.64,150000-300000
Cust_3125,29,Karnataka,Tier 1,32.85,800000-1200000
Cust_3126,29,Tamil Nadu,Metro,46.43,1200000+
Cust_3127,66,Karnataka,Metro,59.95,300000-500000
Cust_3128,70,Maharashtra,Metro,59.42,300000-500000
Cust_3129,31,West Bengal,Tier 3,55.32,500000-800000
Cust_3130,31,Madhya Pradesh,Tier 3,8.33,300000-500000
Cust_3131,75,Rajasthan,Metro,34.11,300000-500000
Cust_3132,31,Uttar Pradesh,Tier 3,24.77,300000-500000
Cust_3133,67,Rajasthan,Tier 1,28.17,300000-500000
Cust_3134,56,Gujarat,Tier 1,35.41,500000-800000
Cust_3135,55,Rajasthan,Metro,61.04,800000-1200000
Cust_3136,72,Punjab,Tier 1,24.66,300000-500000
Cust_3137,49,Tamil Nadu,Tier 3,22.62,1200000+
Cust_3138,27,Punjab,Tier 3,66.81,800000-1200000
Cust_3139,74,Maharashtra,Tier 3,33.16,500000-800000
Cust_3140,32,Karnataka,Tier 3,62.2,1200000+
Cust_3141,26,West Bengal,Tier 1,64.98,500000-800000
Cust_3142,65,Rajasthan,Metro,56.62,500000-800000
Cust_3143,22,Punjab,Metro,12.72,150000-300000
Cust_3144,54,Delhi,Tier 3,21.91,500000-800000
Cust_3145,35,Gujarat,Metro,15.42,300000-500000
Cust_3146,69,Uttar Pradesh,Tier 3,51.97,150000-300000
Cust_3147,75,Delhi,Tier 2,29.41,800000-1200000
Cust_3148,34,Karnataka,Tier 1,14.81,150000-300000
Cust_3149,68,Gujarat,Tier 2,12.2,150000-300000
Cust_3150,64,Delhi,Tier 2,77.88,800000-1200000
Cust_3151,29,Delhi,Tier 1,15.36,300000-500000
Cust_3152,37,Delhi,Tier 1,17.93,300000-500000
Cust_3153,79,Tamil Nadu,Tier 3,65.28,800000-1200000
Cust_3154,34,Maharashtra,Tier 2,75.3,150000-300000
Cust_3155,78,Punjab,Metro,27.91,800000-1200000
Cust_3156,48,Rajasthan,Tier 1,45.17,300000-500000
Cust_3157,61,Tamil Nadu,Metro,50.91,1200000+
Cust_3158,27,Maharashtra,Tier 2,28.67,150000-300000
Cust_3159,60,Madhya Pradesh,Tier 2,76.89,300000-500000
Cust_3160,40,Maharashtra,Metro,57.26,300000-500000
Cust_3161,68,Rajasthan,Tier 2,72.89,800000-1200000
Cust_3162,61,Delhi,Tier 3,22.53,150000-300000
Cust_3163,44,Delhi,Metro,28.64,500000-800000
Cust_3164,29,Karnataka,Tier 3,40.99,300000-500000
Cust_3165,44,Uttar Pradesh,Tier 3,14.5,300000-500000
Cust_3166,69,Madhya Pradesh,Tier 1,72.33,500000-800000
Cust_3167,66,Karnataka,Tier 1,61.92,300000-500000
Cust_3168,20,West Bengal,Metro,56.6,300000-500000
Cust_3169,54,Tamil Nadu,Metro,43.21,300000-500000
Cust_3170,74,Gujarat,Tier 3,24.7,800000-1200000
Cust_3171,18,Rajasthan,Tier 1,30.96,1200000+
Cust_3172,80,Delhi,Tier 2,44.5,500000-800000
Cust_3173,34,Karnataka,Metro,26.97,800000-1200000
Cust_3174,67,Gujarat,Tier 2,5.19,150000-300000
Cust_3175,48,Punjab,Tier 1,21.83,300000-500000
Cust_3176,35,Punjab,Metro,56.05,1200000+
Cust_3177,48,Madhya Pradesh,Tier 3,77.84,150000-300000
Cust_3178,62,Karnataka,Tier 1,5.77,800000-1200000
Cust_3179,69,Punjab,Tier 2,32.43,800000-1200000
Cust_3180,68,Punjab,Tier 1,68.68,300000-500000
Cust_3181,63,Madhya Pradesh,Tier 2,26.23,150000-300000
Cust_3182,24,Delhi,Tier 1,11.63,800000-1200000
Cust_3183,67,Madhya Pradesh,Tier 3,24.38,300000-500000
Cust_3184,50,Karnataka,Tier 2,72.94,500000-800000
Cust_3185,28,Rajasthan,Metro,38.98,300000-500000
Cust_3186,21,Madhya Pradesh,Tier 1,40.83,300000-500000
Cust_3187,59,Uttar Pradesh,Metro,10.53,500000-800000
Cust_3188,79,Uttar Pradesh,Tier 1,43.91,500000-800000
Cust_3189,31,Gujarat,Tier 1,5.6,300000-500000
Cust_3190,28,Madhya Pradesh,Metro,71.47,300000-500000
Cust_3191,77,Karnataka,Metro,41.68,150000-300000
Cust_3192,23,Punjab,Tier 3,61.12,300000-500000
Cust_3193,23,Gujarat,Metro,62.12,150000-300000
Cust_3194,31,Madhya Pradesh,Tier 2,35.13,800000-1200000
Cust_3195,20,Punjab,Tier 3,14.64,150000-300000
Cust_3196,57,West Bengal,Tier 1,30.18,1200000+
Cust_3197,67,Tamil Nadu,Metro,67.37,800000-1200000
Cust_3198,18,Uttar Pradesh,Metro,69.02,300000-500000
Cust_3199,41,Delhi,Tier 2,33.55,500000-800000
Cust_3200,31,Punjab,Metro,61.3,500000-800000
Cust_3201,35,West Bengal,Tier 2,24.55,500000-800000
Cust_3202,67,Uttar Pradesh,Tier 3,33.33,150000-300000
Cust_3203,53,West Bengal,Tier 1,50.43,500000-800000
Cust_3204,45,Tamil Nadu,Tier 3,75.6,300000-500000
Cust_3205,31,West Bengal,Tier 3,39.19,1200000+
Cust_3206,20,West Bengal,Metro,68.38,300000-500000
Cust_3207,47,Maharashtra,Tier 3,70.93,300000-500000
Cust_3208,67,Gujarat,Tier 3,18,150000-300000
Cust_3209,39,Madhya Pradesh,Tier 2,23.77,300000-500000
Cust_3210,42,Punjab,Tier 3,25.81,300000-500000
Cust_3211,32,Tamil Nadu,Tier 1,33.2,300000-500000
Cust_3212,77,Maharashtra,Tier 3,5.33,150000-300000
Cust_3213,46,Uttar Pradesh,Tier 2,43.38,300000-500000
Cust_3214,55,Rajasthan,Tier 3,44.45,800000-1200000
Cust_3215,26,Maharashtra,Tier 3,9.34,300000-500000
Cust_3216,31,Madhya Pradesh,Tier 3,9.05,150000-300000
Cust_3217,26,Rajasthan,Tier 1,52.43,150000-300000
Cust_3218,24,Uttar Pradesh,Tier 1,35.01,150000-300000
Cust_3219,77,Gujarat,Tier 1,5.49,300000-500000
Cust_3220,42,Karnataka,Tier 2,12.82,500000-800000
Cust_3221,31,Madhya Pradesh,Tier 2,32.03,500000-800000
Cust_3222,72,Punjab,Tier 3,20.37,150000-300000
Cust_3223,28,Madhya Pradesh,Tier 3,17.46,300000-500000
Cust_3224,65,Rajasthan,Tier 3,47.52,800000-1200000
Cust_3225,57,Uttar Pradesh,Metro,75.68,150000-300000
Cust_3226,61,Rajasthan,Tier 3,7.95,500000-800000
Cust_3227,33,Rajasthan,Tier 2,73.38,300000-500000
Cust_3228,79,Karnataka,Tier 3,50.86,150000-300000
Cust_3229,35,Punjab,Tier 2,79.81,300000-500000
Cust_3230,47,Tamil Nadu,Metro,22.17,150000-300000
Cust_3231,23,Madhya Pradesh,Metro,11.83,1200000+
Cust_3232,54,Uttar Pradesh,Tier 2,36.85,300000-500000
Cust_3233,18,Gujarat,Tier 3,15.07,150000-300000
Cust_3234,61,Uttar Pradesh,Tier 1,59.41,150000-300000
Cust_3235,55,West Bengal,Tier 3,30.53,500000-800000
Cust_3236,35,Maharashtra,Tier 1,73.77,800000-1200000
Cust_3237,34,Uttar Pradesh,Metro,22,800000-1200000
Cust_3238,56,West Bengal,Tier 1,30.91,300000-500000
Cust_3239,54,Uttar Pradesh,Metro,74.38,500000-800000
Cust_3240,62,West Bengal,Tier 3,57.2,800000-1200000
Cust_3241,48,Tamil Nadu,Tier 2,69.98,150000-300000
Cust_3242,53,Punjab,Tier 3,5.22,300000-500000
Cust_3243,28,Tamil Nadu,Tier 3,48.22,150000-300000
Cust_3244,40,Maharashtra,Tier 1,16.03,500000-800000
Cust_3245,69,Tamil Nadu,Tier 2,53.13,150000-300000
Cust_3246,32,Maharashtra,Tier 3,55.23,500000-800000
Cust_3247,80,Madhya Pradesh,Tier 1,53.82,500000-800000
Cust_3248,33,Punjab,Tier 3,56.8,150000-300000
Cust_3249,36,Delhi,Tier 3,77.46,500000-800000
Cust_3250,44,Madhya Pradesh,Tier 2,74.82,1200000+
Cust_3251,35,Gujarat,Tier 2,40.4,300000-500000
